Trap_Number,Year,Month,Range_Begin,Range_End,Collection_Date,Group,Biomass,Biomass_Total,Percent_Biomass,Individual_Count,Count_Total
19,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Hemiptera,0.11,9.08,1.21,58,3274
19,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Coleoptera,1.11,9.08,12.21,108,3274
19,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Other,0.56,9.08,6.19,69,3274
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Hymenoptera,0.91,4.37,20.91,246,1401
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Diptera,1.8,4.37,41.13,853,1401
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Lepidoptera,0.03,4.37,0.62,6,1401
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Hemiptera,0.04,4.37,0.96,24,1401
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Coleoptera,0.91,4.37,20.79,108,1401
20,2019,(May 1 - 15),2019-05-01,2019-05-15,15/05/2019,Other,0.68,4.37,15.6,164,1401
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.71,2.18,32.49,36,713
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,0.74,2.18,34.15,169,713
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.03,2.18,1.47,10,713
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.1,2.18,4.83,46,713
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.31,2.18,14.38,42,713
1,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.28,2.18,12.68,410,713
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.43,1.48,28.9,65,496
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,0.26,1.48,17.62,299,496
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.09,1.48,5.94,16,496
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.04,1.48,2.5,23,496
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.19,1.48,12.9,24,496
2,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.48,1.48,32.14,69,496
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.23,1.57,14.56,50,531
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,0.32,1.57,20.53,87,531
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.07,1.57,4.45,12,531
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.28,1.57,17.8,144,531
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.41,1.57,26.06,54,531
3,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.26,1.57,16.59,184,531
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.74,4.33,16.97,127,1140
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,1.18,4.33,27.19,399,1140
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.06,4.33,1.45,11,1140
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.46,4.33,10.66,147,1140
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.78,4.33,18.03,99,1140
4,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,1.11,4.33,25.69,357,1140
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,20.58,27.91,73.74,344,2176
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,5.54,27.91,19.84,1450,2176
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.14,27.91,0.51,20,2176
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.52,27.91,1.86,234,2176
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.33,27.91,1.17,41,2176
5,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.81,27.91,2.89,87,2176
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,4.7,14.1,33.36,783,3420
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,6.98,14.1,49.53,2061,3420
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.26,14.1,1.83,91,3420
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.6,14.1,4.23,238,3420
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,1.14,14.1,8.06,153,3420
6,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.42,14.1,3,94,3420
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,3.37,10.5,32.11,547,1870
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,4.27,10.5,40.67,746,1870
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.23,10.5,2.17,32,1870
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.78,10.5,7.45,268,1870
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.69,10.5,6.53,144,1870
7,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,1.16,10.5,11.07,133,1870
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,2.31,4.19,55.18,111,543
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,0.94,4.19,22.4,219,543
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.03,4.19,0.79,4,543
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.15,4.19,3.51,92,543
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.43,4.19,10.21,52,543
8,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.33,4.19,7.92,65,543
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,1.34,5.98,22.46,185,2051
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,1.75,5.98,29.26,787,2051
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.62,5.98,10.34,14,2051
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,1.18,5.98,19.65,568,2051
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.83,5.98,13.8,59,2051
9,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.27,5.98,4.49,438,2051
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,1.04,3.93,26.62,158,1062
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,0.97,3.93,24.66,450,1062
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.16,3.93,3.95,7,1062
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.46,3.93,11.74,287,1062
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.66,3.93,16.89,86,1062
12,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.63,3.93,16.15,74,1062
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,3.54,14.22,24.88,513,1870
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,4.46,14.22,31.35,632,1870
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.62,14.22,4.37,56,1870
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.71,14.22,5.01,402,1870
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.86,14.22,6.07,103,1870
13,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,4.03,14.22,28.32,164,1870
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,1.89,4.97,38.05,189,1312
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,1.11,4.97,22.41,477,1312
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.53,4.97,10.6,13,1312
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.35,4.97,6.98,173,1312
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.78,4.97,15.67,118,1312
14,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.31,4.97,6.28,342,1312
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Hymenoptera,0.43,2.16,19.69,69,411
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Diptera,0.94,2.16,43.25,183,411
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Lepidoptera,0.4,2.16,18.25,29,411
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Hemiptera,0.1,2.16,4.57,69,411
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Coleoptera,0.14,2.16,6.47,29,411
15,2019,(May 16 - June 3),2019-05-16,2019-06-03,29/05/2019,Other,0.17,2.16,7.76,32,411
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.29,2.67,10.8,104,825
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,1.12,2.67,42.02,590,825
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.62,2.67,23.25,12,825
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.05,2.67,1.76,34,825
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.33,2.67,12.37,43,825
16,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.26,2.67,9.79,42,825
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,1.63,8.42,19.3,190,1263
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,5.34,8.42,63.39,703,1263
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.14,8.42,1.7,13,1263
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.31,8.42,3.73,138,1263
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.84,8.42,10,152,1263
17,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.16,8.42,1.89,67,1263
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,4.16,9.45,44.03,216,1689
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,3.34,9.45,35.3,1154,1689
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0.61,9.45,6.43,20,1689
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.41,9.45,4.33,111,1689
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.68,9.45,7.23,124,1689
18,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.25,9.45,2.69,64,1689
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,4.46,10.19,43.76,278,1714
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,4.04,10.19,39.64,1048,1714
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0,10.19,0.05,13,1714
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.47,10.19,4.6,244,1714
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.69,10.19,6.73,89,1714
19,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.53,10.19,5.22,42,1714
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hymenoptera,0.67,2.76,24.23,138,1190
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Diptera,1.42,2.76,51.43,609,1190
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Lepidoptera,0,2.76,0,6,1190
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Hemiptera,0.11,2.76,4.03,44,1190
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Coleoptera,0.12,2.76,4.35,37,1190
20,2019,(May 16 - 29),2019-05-16,2019-05-29,29/05/2019,Other,0.44,2.76,15.96,356,1190
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,0.84,3.43,24.58,83,628
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,0.64,3.43,18.66,269,628
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,1.08,3.43,31.53,9,628
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.12,3.43,3.44,55,628
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.51,3.43,14.76,42,628
1,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.24,3.43,7.03,170,628
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,0.36,1.54,23.09,50,585
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,0.38,1.54,24.71,366,585
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.39,1.54,25.03,24,585
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.12,1.54,7.72,53,585
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.19,1.54,12.13,20,585
2,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.11,1.54,7.33,72,585
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,1.1,7.73,14.2,129,871
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,1.08,7.73,14.03,181,871
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,3.73,7.73,48.22,88,871
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.59,7.73,7.67,231,871
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.6,7.73,7.71,120,871
3,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.63,7.73,8.18,122,871
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,0.57,2.88,19.94,103,789
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,0.56,2.88,19.28,417,789
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.63,2.88,21.99,8,789
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.14,2.88,5.04,65,789
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.7,2.88,24.18,100,789
4,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.28,2.88,9.56,96,789
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,4.52,11.57,39.09,298,2333
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,4.48,11.57,38.73,1422,2333
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.11,11.57,0.97,22,2333
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.99,11.57,8.55,388,2333
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.99,11.57,8.53,111,2333
5,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.48,11.57,4.14,92,2333
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,5.44,16.91,32.15,693,3995
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,8.24,16.91,48.74,2522,3995
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.22,16.91,1.33,55,3995
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.8,16.91,4.7,410,3995
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,1.78,16.91,10.56,204,3995
6,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.43,16.91,2.52,111,3995
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,2.46,10.43,23.54,530,2048
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,3.99,10.43,38.23,898,2048
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.74,10.43,7.09,54,2048
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.84,10.43,8.05,348,2048
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,1,10.43,9.54,98,2048
7,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,1.41,10.43,13.55,120,2048
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,1.03,3.95,26.07,144,740
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,1.2,3.95,30.43,273,740
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.61,3.95,15.45,15,740
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.42,3.95,10.64,165,740
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.54,3.95,13.81,96,740
8,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.14,3.95,3.6,47,740
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,2.37,8.35,28.41,234,1854
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,1.23,8.35,14.78,368,1854
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,1.46,8.35,17.51,31,1854
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,1.77,8.35,21.26,994,1854
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,1.06,8.35,12.69,73,1854
9,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.45,8.35,5.35,154,1854
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,0.04,0.26,15.23,17,115
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,0.1,0.26,40.62,53,115
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.04,0.26,13.67,2,115
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.04,0.26,14.84,18,115
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.03,0.26,12.5,7,115
11,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.01,0.26,3.12,18,115
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,0.88,4.31,20.38,140,1131
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,1.29,4.31,30.06,706,1131
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.09,4.31,2,17,1131
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.48,4.31,11.07,146,1131
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.47,4.31,10.98,57,1131
12,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,1.1,4.31,25.51,65,1131
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,3.68,10.67,34.53,561,2074
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,2.34,10.67,21.91,762,2074
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.32,10.67,3.01,36,2074
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.74,10.67,6.89,368,2074
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,1.32,10.67,12.34,132,2074
13,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,2.28,10.67,21.33,215,2074
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,1.25,5.54,22.67,241,1474
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,2.11,5.54,38.04,433,1474
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.08,5.54,1.5,11,1474
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,1.01,5.54,18.17,545,1474
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.82,5.54,14.87,130,1474
14,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.26,5.54,4.75,114,1474
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Hymenoptera,0.04,0.82,5.46,22,151
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Diptera,0.09,0.82,10.44,50,151
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Lepidoptera,0.29,0.82,34.83,8,151
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Hemiptera,0.09,0.82,10.92,38,151
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Coleoptera,0.07,0.82,9.1,11,151
15,2019,(June 4 - 12),2019-06-04,2019-06-12,12/06/2019,Other,0.24,0.82,29.25,22,151
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,1.02,3.28,31.15,105,820
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,0.93,3.28,28.28,538,820
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.65,3.28,19.9,9,820
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.11,3.28,3.32,62,820
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.45,3.28,13.75,75,820
16,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.12,3.28,3.6,31,820
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,1.17,7.12,16.42,191,1384
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,3.52,7.12,49.4,697,1384
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.4,7.12,5.57,30,1384
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.88,7.12,12.32,324,1384
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.62,7.12,8.76,82,1384
17,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.54,7.12,7.52,60,1384
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,3.81,15.98,23.83,353,2314
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,8.96,15.98,56.07,1472,2314
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.8,15.98,5,25,2314
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,0.74,15.98,4.64,216,2314
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,1.38,15.98,8.65,191,2314
18,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.29,15.98,1.81,57,2314
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hymenoptera,3.77,11.97,31.46,334,2333
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Diptera,5.38,11.97,44.98,1455,2333
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Lepidoptera,0.55,11.97,4.6,47,2333
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Hemiptera,1.01,11.97,8.47,378,2333
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Coleoptera,0.82,11.97,6.82,78,2333
19,2019,(May 30 - June 12),2019-05-30,2019-06-12,12/06/2019,Other,0.44,11.97,3.67,41,2333
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Hymenoptera,1.98,3.7,53.36,64,631
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Diptera,0.33,3.7,8.8,202,631
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Lepidoptera,0.7,3.7,18.9,23,631
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Hemiptera,0.07,3.7,1.86,66,631
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Coleoptera,0.09,3.7,2.54,63,631
1,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Other,0.54,3.7,14.53,213,631
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Hymenoptera,0.18,1.06,16.68,91,591
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Diptera,0.3,1.06,28.09,266,591
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Lepidoptera,0.18,1.06,17.44,32,591
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Hemiptera,0.03,1.06,2.73,81,591
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Coleoptera,0.15,1.06,14.42,98,591
2,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Other,0.22,1.06,20.64,23,591
3,2019,(June 13 - 26) ,2019-06-13,2019-06-26,26/06/2019,Hymenoptera,0.17,1.15,14.67,59,380
